,PermitNum,PermitClass,AppliedDate,CompletedDate,Description
969,6104258-CN,Single Family/Duplex,2006-07-06,2010-04-08,Construct one duplex with attached garage per plans (review and processing under 6104250)
970,6104257-CN,Single Family/Duplex,2006-07-06,2010-04-08,Construct one duplex with attached garage per plans (review and processing under 6104250)
971,6104250-CN,Single Family/Duplex,2006-07-06,2010-04-08,"Construct one duplex with attached garage per plans (tracking for 6104256, 6104257, 6104258)"
972,6104256-CN,Single Family/Duplex,2006-07-06,2010-04-08,Construct one duplex with attached garage per plans. (review and processing under 6104250)
973,6104240-CN,Multifamily,2006-06-30,2008-01-08,Construct new 3-story duplex townhouse (East bldg) per plan.(#6095102 is the primary)
974,6095102-CN,Multifamily,2006-06-30,2008-01-08,Construct new 3-story duplex townhouse (West Bldg) per plan (Review and processing for 2 A/P's under 6095102).
975,6104110-CN,Multifamily,2006-06-29,2007-12-03,Establish use as two ground related townhomes. (north and south bldgs) Construct two new duplex townhouse buildings with attached garage parking for a total of four dwelling units. (review and processing under 6101880)
976,6098201-CN,Multifamily,2006-06-29,2008-05-28,Establish use as townhouse and construct (1) new duplex townhome structure this permit and (1) one family dwelling both w/ attached garages per plan (Review + Processing 2 APs under primary 6098201).
977,6103780-CN,Multifamily,2006-06-27,2008-05-28,Establish use as single family residence and construct (1) one family dwelling w/ attached garages this permit and construct (1) new duplex townhome structure and (1) one family dwelling both w/ attached garages per plan (Review + Processing 2 APs under primary 6098201).
978,6100415-CN,Multifamily,2006-06-27,2008-04-03,"Establish use and Construct (4) 3-story townhouse duplex buildings, each unit with an attached garage, per plans (Building #1 - 4220 this permit)  (Demolish one duplex building [4214] and one triplex building 4220]). *(All routing and approvals under Parent Permit #6100415)*"
979,6097501-CN,Multifamily,2006-06-23,2008-04-25,Establish use as townhouse and construct one (2)-unit duplex & one (3)-unit triplex townhouse structure with attached garage per plans.  (East triplex this permit). (Review and processing for 2 APs under 6097501).
980,6103410-CN,Multifamily,2006-06-23,2008-04-03,"Establish use and Construct (4) 3-story townhouse duplex buildings, each unit with an attached garage, per plans (Building #3 - 4216 this permit)  (Demolish one duplex building [4214] and one triplex building [4220]). *(All routing and approvals under Parent Permit #6100415)*"
981,6103411-CN,Multifamily,2006-06-23,2008-04-03,"Establish use and Construct (4) 3-story townhouse duplex buildings, each unit with an attached garage, per plans (Building #4 - 4214 this permit)  (Demolish one duplex building [4214] and one triplex building [4220]). *(All routing and approvals under Parent Permit #6100415)*"
982,6103409-CN,Multifamily,2006-06-23,2008-01-17,"Establish use and Construct (4) 3-story townhouse duplex buildings, each unit with an attached garage, per plans (Building #2 - 4218 this permit)  (Demolish one duplex building [4214] and one tri-plex building [4220]) *(All routing and approvals under Parent Permit #6100415)*"
983,6103516-CN,Multifamily,2006-06-23,2008-04-25,Establish use as townhouse and construct one (2)-unit duplex & one (3)-unit triplex townhouse structure with attached garage per plans.  (West duplex this permit).  (Review and processing for 2 APs under 6097501)
984,6103351-CN,Single Family/Duplex,2006-06-22,2008-05-12,Establish use as townhouses and construct new 3-story duplex townhouse (east bldg) with attached garages per plan.(Review and Processing under primary #6097517).
985,6097517-CN,Single Family/Duplex,2006-06-22,2008-05-12,Establish use as townhouses and construct new 3-story duplex townhouse (west bldg) with attached garages per plan.(Review and Processing 2 AP's under primary #6097517).
986,6099419-CN,Single Family/Duplex,2006-06-21,2008-04-21,Establish use as townhouse. Construct 3-story west duplex with attached garages. Per plan. (Review and processing for 2AP's under 6099419)
987,6077151-CN,Multifamily,2006-06-21,2007-07-19,Establish use as and construct new duplex townhouse with attached garage parking.
988,6101088-CN,Multifamily,2006-06-20,2008-05-29,Establish use as townhouse and construct (1) 4-unit townhouse and (2) 2-unit townhouse with attached garages (Northwwest duplex building this permit) per plans. (Review and processing for 3 A/P's under 6096611).
989,6098760-CN,Multifamily,2006-06-20,2007-07-26,Construct 2 new duplex townhouse structures with attached garages (review and processing for 2 APs under 6098760).
990,6103006-CN,Single Family/Duplex,2006-06-20,2007-09-18,"Establish use for and construct one 2-unit townhouse ground-related duplex with attached garages (processing and review done under AP6098760), per plans."
991,6097985-CN,Single Family/Duplex,2006-06-19,2007-10-29,Construct new duplex townhouse with attached garage per plan
992,6102654-CN,Single Family/Duplex,2006-06-16,2008-05-02,Establish use as townhouse. Construct 3-story  east duplex with attached garages. Per plan. (Review and processing for 2AP's under 6099419).
993,6098763-CN,Multifamily,2006-06-15,2008-02-08,Construct one new duplex townhouse with attached garages per plans. Subject to lot boundary adjustment project number 3004665. (review and processing for 2 APs under 6098763).
994,6100091-CN,Multifamily,2006-06-15,2008-01-10,Establish use as and construct two duplex townhouses per plan. (review and processing for two AP's under 6095112)-this is south  duplex bldg. Building 1.
995,6098239-CN,Multifamily,2006-06-15,2008-05-08,Establish use and construct one duplex with attached garages per plans. (review and processing for 2 APs under 6098239).
996,6102450-CN,Multifamily,2006-06-15,2008-02-08,Construct one duplex w/ attached garages per plans (review and processing under Primary 6098763).
997,6091479-CN,Single Family/Duplex,2006-06-15,2007-06-05,"Establish use as townhouses and construct new two-family dwelling with attached garages (south duplex), per standard plans 753592. (Review and Prcessing for 2 A/Ps under #6091479)."
998,6113322-CN,Single Family/Duplex,2006-06-14,2007-12-18,ESTABLISH USE AS TOWNHOUSES AND CONSTRUCT DUPLEX TOWNHOUSE UNIT WITH ATTACHED GARAGES IN AN ENVIRONMENTALLY CRITICAL AREA PER PLANS. Revision 6/14/2007 sprinklers.
999,6102351-CN,Single Family/Duplex,2006-06-14,2007-06-05,"Construct new two-family dwelling with attached garages (north duplex), per standard plan 753592. (Review and Prcessing of 2 A/Ps under #6091479)."
1000,6113322-CN,Single Family/Duplex,2006-06-14,2007-12-18,ESTABLISH USE AS TOWNHOUSES AND CONSTRUCT DUPLEX TOWNHOUSE UNIT WITH ATTACHED GARAGES IN AN ENVIRONMENTALLY CRITICAL AREA PER PLANS. Revision 6/14/2007 sprinklers.
1001,6097913-CN,Multifamily,2006-06-12,2008-05-06,"Establish use for 4 multifamily structures and construct 4 duplex townhouses with attached garages, per plans (Construct NE duplex townhouse this permit/review and processing for 4-aps under #6097913)."
1002,6101980-CN,Single Family/Duplex,2006-06-12,2007-12-28,"Establish use for 4 multifamily structures and construct 4 duplex townhouses with attached garages, per plans. (Construct NW duplex townhouse this permit/review and processing for 4-aps under #6097913)."
1003,6101981-CN,Single Family/Duplex,2006-06-12,2007-12-28,Establish use for 4 multifamily structures and construct 4 duplex townhouses with attached garages per plans.  (Construct SW duplex townhouse this permit/review and processing for 4-aps under #6097913).
1004,6101979-CN,Single Family/Duplex,2006-06-12,2008-11-21,"Establish use for 4 multifamily structures and construct 4 duplex townhouses with attached garages, per plans.  (Construct SE duplex townhouse this permit/review and processing for 4-aps under #6097913)."
1005,6097516-CN,Single Family/Duplex,2006-06-12,2008-03-24,"Establish use and construct duplex townhome with attached garages, per plan. (review and processing for 2 APs under 6097516). Duplex, Building 2."
1006,6101782-CN,Single Family/Duplex,2006-06-09,2007-08-03,Construct Duplex (Review and procesing for 2 A/P's under 6095325)
1007,6091258-CN,Multifamily,2006-06-09,2007-10-18,Construct one new duplex and (East Bldg) per plan (Review and procesing for 2 A/P under 6091258)
1008,6097515-CN,Multifamily,2006-06-07,2008-01-31,construct two duplexes with attached garages per plan.(review & processing under 6097515)
1009,6100913-CN,Single Family/Duplex,2006-06-02,2007-08-13,Construct new duplex townhouse with attached garages per plans.(Review and processing under Primary 6096610)
1010,6100928-CN,Single Family/Duplex,2006-06-02,2008-11-13,Establish use as townhouse and construct (4) three story 2-unit duplex townhouse buildings with attached garages per plan. (review and processing for 4 AP's  - 6092069). (Northwest duplex building this permit).
1011,6096610-CN,Multifamily,2006-06-02,2007-08-10,Construct new duplex townhouse with attached garages per plans.(Review and processing for 2 APs under 6096610)
1012,6096609-CN,Single Family/Duplex,2006-06-02,2008-01-16,Establish use as 2 unit townhouse.  Construct new duplex with attached garages per plan.
1013,6100929-CN,Single Family/Duplex,2006-06-02,2008-11-13,Establish use as townhouse and construct (4) three story 2-unit duplex townhouse buildings with attached garages per plan. (review and processing for 4 AP's  - 6092069). (Southwest duplex building this permit).
1014,6100890-CN,Single Family/Duplex,2006-06-02,2007-08-09,establish use and construct two new duplex townhouse structures with attached garages per plans - (review and processing under Primary 6096616).  Building 2.
1015,6096616-CN,Single Family/Duplex,2006-06-02,2007-08-10,Establish use and construct two new duplex townhouse structures with attached garages per plans - (review and processing for 2 APs under 6096616).  Building 1.
1016,6100930-CN,Single Family/Duplex,2006-06-02,2008-09-12,Establish use as townhouse and construct (4) three story 2-unit duplex townhouse buildings with attached garages per plan. (review and processing for 4 AP's  - 6092069). (Southeast duplex building this permit).
1017,6100752-CN,Single Family/Duplex,2006-06-02,2008-01-16,Establish use as 2 unit townhouse.  Construct new duplex with attached garages per plan.
1018,6100723-CN,Multifamily,2006-06-01,2008-02-05,construct two duplexes with attached garages per plan.(review & processing under 6097515)
1019,6090852-CN,Multifamily,2006-05-26,2008-09-18,Construct one two unit townhouse structure with parking under Primary A/P. Primary & Associate work includes one duplex dwelling & one live-work unit with parking per plan.(Review & processing of both A/P's under A/P #6090852).
1020,6099920-CN,Multifamily,2006-05-25,2008-11-20,Construct west duplex/live-work with surface parking per plan(Review and processing for 2 A/P's under 6090741).
1021,6065275-CN,Multifamily,2006-05-20,2008-03-13,Establish use as (1) triplex and (1) duplex townhouse and construct 1-duplex townhouse dwelling this permit per plan.  Review and processing for (2) A/P's w/6099055.
1022,6086225-CN,Single Family/Duplex,2006-05-19,2007-10-05,Establish use for and construct new 3-story duplex townhouse with attached garage per plan.
1023,6090823-CN,Single Family/Duplex,2006-05-18,2007-12-05,Establish use as towhhouses and construct one 2 unit townhouse structure (West duplex) per plans. (Review and processing for 2 A/P's uner 6090823)
1024,6098850-CN,Single Family/Duplex,2006-05-17,2008-01-02,Establish use as townhouses and construct one 2 unit townhouse structure (east duplex) per plans. 6090823 is primary.
1025,6092567-CN,Single Family/Duplex,2006-05-15,2008-02-11,"Construct duplex building on east side of lot and establish use as townhouses, per plans.  (Review and processing under 6092567)"
1026,6097763-CN,Single Family/Duplex,2006-05-09,2010-01-08,"Construct two family dwelling over common garage and establish use as duplexes,west building on site, per plans.  (review and processing under 6081937)."
1027,6090223-CN,Multifamily,2006-05-09,2007-09-18,"Construct one duplex building and establish use as townhouses, per plans."
1028,6097512-CN,Multifamily,2006-05-05,2007-10-12,"Establish use as townhouse, construct one duplex per plan (Review & Processing under 6092061) ."
1029,6097257-CN,Single Family/Duplex,2006-05-04,2007-12-05,Establish use as and construct new 3-story duplex townhouse per plan (review and processing under Primary 6087324).
1030,6087324-CN,Single Family/Duplex,2006-05-04,2008-05-02,Establish use as and construct new 3-story duplex townhouse with attached garages per plan (review and processing for 2 APs under 6087324).
1031,6081109-CN,Single Family/Duplex,2006-05-03,2007-10-26,Establish use as townhouse and construct one 2-unit duplexes per plan (review and process for four A/P's under 6080934).
1032,6097053-CN,Single Family/Duplex,2006-05-03,2007-10-26,Establish use as townhouse and construct one 2-unit duplexes per plan (review and process for four A/P's under 6080934).
1033,6080934-CN,Single Family/Duplex,2006-05-03,2008-05-06,Establish use as townhouse and construct one 2-unit duplexes per plan (review and process for four A/P's under 6080934).
1034,6097054-CN,Single Family/Duplex,2006-05-03,2007-10-26,Establish use as townhouse and construct one 2-unit duplexes per plan (review and process for four A/P's under 6080934).
1035,6092862-CN,Single Family/Duplex,2006-04-27,2008-07-01,Establish use and construct duplex dwelling (east bldg) per plan (review and processing under Primary 6088640).
1036,6088640-CN,Single Family/Duplex,2006-04-27,2008-07-01,Establish use and construct duplex dwelling (west bldg) per plan (Review & processing for 2 a/p's for 6088640 & 6092862 under 6088640)
1037,6088147-CN,Multifamily,2006-04-23,2007-02-22,Construct duplex/carriage house (with common garage) per plan (MUP 2408194)(units # 27 & 28)
1038,6093656-CN,Single Family/Duplex,2006-04-20,2007-11-15,"Establish use and Construct new duplex townhouse with attached garage, per plans.(Review and processing for 6095827, 6095828, 6095824 under 6093656, demo 6095829."
1039,6072815-CN,Single Family/Duplex,2006-04-14,2010-03-31,"Establish Use and Construct new 2 unit townhouse duplex structures, each unit with an attached one car garage (All routing and approvals under primary #6072815), per plans"
1040,6094870-CN,Multifamily,2006-04-13,2007-08-16,Construct Duplex Townhouse per plan (review and processing under Primary 6092703).
1041,6094753-CN,Single Family/Duplex,2006-04-12,2008-01-18,"Establish use as townhouses and construct duplex with attached garage at the center of the lot, per plans. (review and processing under Primary 6064938).  Building 2"
1042,6087223-CN,Multifamily,2006-04-12,2007-07-16,Establish use as townhouses and construct (4) new duplex townhouse structures w/ attached garages per plan (Review + Processing 4 APs under primary #6086533).
1043,6094754-CN,Single Family/Duplex,2006-04-12,2008-01-18,"Establish use as townhouses and construct duplex with attached garage at the west end of the lot, per plans. (review and processing under Primary 6064938). Building 3."
1044,6087224-CN,Multifamily,2006-04-12,2007-10-15,Establish use as townhouses and construct (4) new duplex townhouse structures w/ attached garages per plan (Review + Processing 4 APs under primary #6086533).
1045,6064242-CN,Multifamily,2006-04-12,2008-02-22,Construct new duplex per plan
1046,6089114-CN,Single Family/Duplex,2006-04-12,2007-07-10,"Establish use as townhouses and construct duplex, per plans. (review and processing for 2 APs under 6089114)"
1047,6086533-CN,Multifamily,2006-04-12,2008-05-06,Establish use as townhouses and construct (4) new duplex townhouse structures w/ attached garages per plan (Review + Processing 4 APs under primary #6086533) - 4 of same design.
1048,6064938-CN,Single Family/Duplex,2006-04-12,2008-01-18,"Establish use as townhouses and construct duplex with attached garage at the east end of the lot, per plans.b (Tracking & Review is for 3 a/p's - 6064938, 6094753 & 6094754). Building 1"
1049,6065730-CN,Single Family/Duplex,2006-04-06,2007-10-11,Construct two new 3-story duplexes townhouses (west bldg) with attached garages per plan (Review and processing for 2 A/P's under 6065730).
1050,6093949-CN,Single Family/Duplex,2006-04-05,2008-02-25,Establish use for and construct new 3-story duplex townhouse with attached garages per plan.  (review and processing under Primary 6091140)
1051,6093819-CN,Single Family/Duplex,2006-04-04,2007-10-11,Construct two new 3-story duplexes townhouses (east bldg) with attached garages per plan (Review and processing for 2 A/P's under 6065730).
1052,6091498-CN,Multifamily,2006-04-04,2008-03-12,Establish use for and construct new 3-story duplex townhouse with attached garages per plan (review and processing under Primary 6065479).
1053,6091497-CN,Multifamily,2006-04-04,2008-02-15,Establish use for and construct new 3-story duplex townhouse with attached garages per plan (review and processing under Primary 6065479).
1054,6065479-CN,Multifamily,2006-04-04,2008-02-15,Establish use for and construct new 3-story duplex townhouse with attached garages per plan (review and processing under Primary 6065479).
1055,6091496-CN,Multifamily,2006-04-04,2008-02-15,Establish use for and construct new 3-story duplex townhouse with attached garages per plan (review and processing under Primary 6065479).
1056,6074238-CN,Single Family/Duplex,2006-04-03,2009-10-16,"Establish use as and construct (3) Duplexs, (2)Triplex, (1)Four-plex and (1) single family residence with attached garage per plan (Review and processing for 7 A/P's under 6065662). (NW SINGLE FAMILY RESIDENCE BUILD #3 this permit)."
1057,6074236-CN,Multifamily,2006-04-03,2009-10-16,"Establish use as and construct (3) Duplexs, (2)Triplex, (1)Four-plex and (1) single family residence with attached garage per plan (Review and processing for 7 A/P's under 6065662). (MIDDLE SOUTH FOUR-PLEX BUILD #6 this permit)."
1058,6074234-CN,Single Family/Duplex,2006-04-03,2009-10-16,"Establish use as and construct (3) Duplexs, (2)Triplex, (1)Four-plex and (1) single family residence with attached garage per plan (Review and processing for 7 A/P's under 6065662). (SOUTHWEST DUPLEX BUILDING #1 this permit)."
1059,6074237-CN,Single Family/Duplex,2006-04-03,2009-10-16,"Establish use as and construct (3) Duplexs, (2)Triplex, (1)Four-plex and (1) single family residence with attached garage per plan (Review and processing for 7 A/P's under 6065662). (SE DUPLEX BUILD #7 this permit)."
1060,6074239-CN,Single Family/Duplex,2006-04-03,2009-10-16,"Establish use as and construct (3) Duplexs, (2)Triplex, (1)Four-plex and (1) single family residence with attached garage per plan (Review and processing for 7 A/P's under 6065662). (NORTH MIDDLE DUPLEX BUILD #4 this permit)."
1061,6065662-CN,Multifamily,2006-04-03,2009-10-16,"Establish use as and construct (3) Duplexs, (2)Triplex, (1)Four-plex and (1) single family residence with attached garage per plan (Review and processing for 7 A/P's under 6065662). (MIDDLE SOUTH TRIPLEX BUILD #5 this permit)."
1062,6074235-CN,Multifamily,2006-04-03,2009-10-16,"Establish use as and construct (3) Duplexs, (2)Triplex, (1)Four-plex and (1) single family residence with attached garage per plan (Review and processing for 7 A/P's under 6065662). (WEST MIDDLE TRIPLEX BLDG #2 this permit)."
1063,6093471-CN,Single Family/Duplex,2006-03-31,2007-09-20,"Establish use as duplex structures, construct one new duplex townhouse with attached garages per plan. (review and processing for 2 APs under 6089113)."
1064,6089113-CN,Single Family/Duplex,2006-03-31,2007-09-25,"Establish use as multifamily structures, construct one new duplex townhouse with attached garages per plan. (review and processing for 2 APs under 6089113)."
1065,6093472-CN,Single Family/Duplex,2006-03-31,2007-09-20,"Construct two duplex townhouse structures with attached garages, per plans"
1066,6089111-CN,Single Family/Duplex,2006-03-31,2007-09-20,"Establish use as multifamily and construct two duplex townhouse structures with attached garages, all per plan (review and processing for two A/P's under 6089111)."
1067,6093193-CN,Single Family/Duplex,2006-03-29,2007-05-04,Establish use as townhouse.  Construct new 3-story duplex (North building) with attached garage per previously approved plan #753592. Review and processing under 6091480
1068,6091480-CN,Single Family/Duplex,2006-03-29,2007-05-04,Establish use as townhouse.  Construct new 3-story Duplex (south building) with attached garage. Per previously approved plan #753592 (Includes 1 associate; review and processing for 2 APs under 6091480)
1069,6089190-CN,Single Family/Duplex,2006-03-24,2007-01-31,Establish use as and construct duplex per plan.
1070,6092624-CN,Single Family/Duplex,2006-03-24,2008-05-06,Establish use as and construct duplex townhouse (per Building 2 of standard plan #2503957) - per plan.
1071,6088922-CN,Single Family/Duplex,2006-03-24,2007-03-20,Establish use as and construct duplex townhouse (per Building 1 of Standard Plan #2503957) per plans.
1072,6071295-CN,Single Family/Duplex,2006-03-23,2008-03-07,"Establish use as multifamily structure - duplex (west building) and construct a duplex with attached garage, all per plan (review and processing for two A/P's under 6071295). Demo. under separate permit."
1073,6092502-CN,Single Family/Duplex,2006-03-23,2008-05-16,Establish use as and construct 3-story duplex townhouses with attached garages per plan (review and processing under Primary 6082709).
1074,6091092-CN,Multifamily,2006-03-13,2010-10-14,Construct single family residence and attached duplex with attached garages - rear building (Review and tracking under 6087518.)
1075,6077198-CN,Multifamily,2006-03-13,2008-02-20,Establish use as and construct one 3-story duplex with attached garages per plan  Includes routing and review for associated AP #'s (6087170/6087171 and demo 6087174).
1076,6088659-CN,Single Family/Duplex,2006-03-13,2008-10-29,Establish use as One new townhome and construct one 2-unit townhome with attached garages (north duplex) per plan
1077,6083637-CN,Single Family/Duplex,2006-03-07,2010-03-25,Establish townhouse use and construct new duplex per plan.
1078,6084463-CN,Single Family/Duplex,2006-03-06,2008-01-31,Establish use as townhouses.  Construct one 2-unit townhouse (Rear Duplex) with attached garages per plan. (Review and tracking under AP# 6084463.)
1079,6085643-CN,Multifamily,2006-03-03,2007-11-09,"Construct a new single family residence (west bldg.) with attached garage and duplex townhome with attached garage, all per plan (review and processing for two A/P's under 6085643)."
1080,6086501-CN,Single Family/Duplex,2006-03-03,2007-05-25,Establish use as Towhhouses and Construction of two new 2 unit duplex  with attached garages and occupy per plans.Includes routing and review of AP# 6087380.
1081,6090072-CN,Single Family/Duplex,2006-03-02,2008-10-14,Establish use as duplex townhouse and construct one 2-unit townhouse (duplex) on vacant lot ( processing and plan review under AP#6076631)
1082,6089535-CN,Multifamily,2006-03-02,2008-03-06,Construct one 2-unit townhouse (front duplex) with attached garages per plan.  (Review and tracking under A/P# 6084463.)
1083,6089345-CN,Single Family/Duplex,2006-03-02,2008-01-30,CONSTRUCT 2-UNIT TOWNHOUSE (REAR DUPLEX) WITH ATTACHED GARAGE PER PLAN. (REVIEW AND TRACKING UNDER AP# 6084471.)
1084,6088925-CN,Single Family/Duplex,2006-03-01,2007-03-14,Establish use as townhouses and construction of (two) new 2 unit duplex with attached garages and occupy  per plans. ( East Duplex) (review and processing under Primary 6087750).
1085,6087750-CN,Single Family/Duplex,2006-03-01,2007-03-20,Establish use as townhouses and construction of (two) new 2 unit duplex with attached garages and occupy per plans. Includes routing and review for AP#6088925.
1086,6087811-CN,Single Family/Duplex,2006-02-28,2007-10-17,"construction of one two-unit townhouse (duplex) with attached garages, per plans (review and processing under 6086135)."
1087,6086135-CN,Single Family/Duplex,2006-02-28,2007-10-17,"Construct one new two-unit townhouses (duplexes) with attached garages and decks, per plans. (review and processing for 2 APs under 6086135)."
1088,6088004-CN,Single Family/Duplex,2006-02-27,2008-06-27,Establish and construct duplex townhomes per plan. Land Use permit is #3001798; and demo permit is #6089467
1089,6087762-CN,Single Family/Duplex,2006-02-09,2007-11-07,Establish use as and construct one two unit 3-story duplex townhouse with attached garages per plan. (review and processing under 6083583)
1090,6087760-CN,Single Family/Duplex,2006-02-09,2007-07-31,Establish use as and construct one two unit 3-story duplex townhouse with attached garages per plan. (review and processing under 6083583)
1091,6087761-CN,Single Family/Duplex,2006-02-09,2007-11-07,Establish use as and construct one two unit 3-story duplex townhouse with attached garages per plan. (review and processing under 6083583)
1092,6076787-CN,Multifamily,2006-02-08,2008-09-09,"Establish use as townhouse. Construct one duplex townhouse (east Carriage House) with accessory parking, accessed from alley. Per Plan. (Alley is undeveloped and will be extended only to work with our project) (+1 associate; review and processing for 2 APs under 6076787)"
1093,6074126-CN,Multifamily,2006-02-07,2007-09-21,Establish use as and construct one 3-story duplex townhouse with attached garages per plan (review and processing under 6071999).
1094,6081831-CN,Multifamily,2006-02-07,2008-05-06,Establish use and construct 3 story duplex with attached garage per plans.
1095,6071999-CN,Multifamily,2006-02-07,2007-09-21,Establish use as and construct one 3-story duplex townhouse with attached garage per plan.  Includes routing and review information for AP #6074126/6074127.
1096,6087036-CN,Multifamily,2006-02-07,2008-09-09,"Establish use as townhouse. Construct one duplex townhouse (west) with accessory parking, accessed from alley. Per Plan. (Alley is undeveloped and will be extended only to work with our project) (review and processing under primary AP 6076787)"
1097,6087257-CN,Multifamily,2006-02-06,2008-09-12,"Construct new duplex townhouse structure (SE building) with attached garage, per plan"
1098,6087259-CN,Multifamily,2006-02-06,2008-10-20,"Construct new duplex townhouse structure (SE building) with attached garage, per plan"
1099,6084816-CN,Single Family/Duplex,2006-02-06,2008-09-12,Establish use a multifamily and construct 4 new duplex townhouse structures (SE building) with attached garages. All per plan (review and processing under 6084816).
1100,6087258-CN,Multifamily,2006-02-06,2008-12-17,"Construct new duplex townhouse structure (SE building) with attached garage, per plan"
1101,6087170-CN,Multifamily,2006-02-03,2008-02-20,Establish use as and construct one 3-story duplex with attached garages per plan (review and processing under Primary 6077198).
1102,6084299-CN,Multifamily,2006-02-02,2008-02-13,"Establish use as multifamily, construct duplex townhouse structure (southwest 211 26th Ave E) with attached garage, all per plan. (Review and processing for four A/P's under 6084299)."
1103,6085207-CN,Multifamily,2006-02-02,2008-02-13,"Establish use as multifamily, construct duplex townhouse structure (southwest 211 26th Ave E) with attached garage, all per plan. (Review and processing for four A/P's under 6084299)."
1104,6085917-CN,Single Family/Duplex,2006-02-02,2008-12-09,Establish use as and construct duplex per plan. (Establish use & Construct as 2 duplex & 2 single family residence) Review and processing for 4 APs under 6085914.
1105,6084601-CN,Single Family/Duplex,2006-02-02,2007-12-03,"Establish use as multifamily and construct duplex structures (west bldg) with off street parking, all per plan (review and processing for 2 A/P's under 6084601)."
1106,6085914-CN,Single Family/Duplex,2006-02-02,2008-12-09,Establish use as and construct new duplex with attached garage all per plan. (Establish use & Construct as 2 duplex & 2 single family residence) Review and processing for 4 APs under 6085914.
1107,6085918-CN,Single Family/Duplex,2006-02-02,2008-12-09,Establish use as and construct new single family residence per plan. (Establish use & Construct as 2 duplex & 2 single family residence) Review and processing for 4 APs under 6085914.
1108,6085916-CN,Single Family/Duplex,2006-02-02,2008-12-09,Establish use as and construct sfr per plan. (Establish use & Construct as 2 duplex & 2 single family residence) Review and processing for 4 APs under 6085914.
1109,6085206-CN,Multifamily,2006-02-02,2008-02-13,"Establish use as multifamily, construct duplex townhouse structure (southwest 211 26th Ave E) with attached garage, all per plan. (Review and processing for four A/P's under 6084299)."
1110,6087047-CN,Single Family/Duplex,2006-02-02,2006-12-01,Construct duplex (townhouse) as East Bldg per plan. (review and processing under 6084601)
1111,6086699-CN,Single Family/Duplex,2006-01-31,2009-09-25,Construct west duplex townhouse and retaining walls and occupy per plan.  (Establish use as townhouses and construct 2 duplex townhouses with attached garages / review & process for 2 AP's under 6068567).
1112,6068567-CN,Single Family/Duplex,2006-01-31,2016-01-12,Construct east duplex townhouse and retaining walls and occupy per plan.  (Establish use as townhouses and construct 2 duplex townhouses with attached garages / review & process for 2 AP's under 6068567).
1113,6086461-CN,Single Family/Duplex,2006-01-27,2007-03-08,Establish use as townhouses and construct duplex per Standard Plan  2505161. (review and processing under 6083600)
1114,6083600-CN,Single Family/Duplex,2006-01-27,2007-03-08,"Establish use as townhouses and construct Duplex building, per Standard Plan  2505161. (review and processing for 2 APs under 6083600)"
1115,6082457-CN,Single Family/Duplex,2006-01-27,2008-08-29,Construct (west) 2-story with basement duplex/townhouse structure with attached garage.  Per plan.
1116,6077011-CN,Single Family/Duplex,2006-01-20,2007-07-10,"Establish use as townhouses and Construct 2 duplex (South bldg.) townhouses with attached garages in north bldg. only, all per plan (review & processing for two A/P's under 6077011)."
1117,6085234-CN,Single Family/Duplex,2006-01-17,2007-05-11,Construct a new duplex townhouse with attached garage per plans
1118,6085235-CN,Single Family/Duplex,2006-01-17,2007-05-11,Construct a new duplex townhouse with attached garage per plans
1119,6071313-CN,Single Family/Duplex,2006-01-17,2007-05-21,Construct a new duplex townhouse with attached garage per plans
1120,6076341-CN,Single Family/Duplex,2006-01-12,2006-11-22,Establish use as and construct new duplex w/attached garage.per plan.
1121,6081437-CN,Single Family/Duplex,2006-01-12,2006-12-06,Establish use as and construct new duplex with attached garage per plan..
1122,6084905-CN,Single Family/Duplex,2006-01-12,2006-12-06,Establish use as and construct new duplex with attached garages per plan..
1123,6077808-CN,Single Family/Duplex,2006-01-11,2011-12-09,Construct single family residence per plan. (Establish use as single family rsidence and duplex and construct per plan. Review & process for 3 AP's under 6077808).
1124,6084779-CN,Single Family/Duplex,2006-01-11,2011-12-14,Construct duplex per plan. (Establish use as single family rsidence and duplex and construct per plan. Review & process for 3 AP's under 6077808).
1125,6084060-CN,Single Family/Duplex,2006-01-10,2007-04-26,"Establish use and construct 3 story duplex townhome with attached garage on south portion of lot, per plan"
1126,6071275-CN,Single Family/Duplex,2006-01-10,2007-04-26,"Establish use and construct 3 story duplex townhome with attached garage on north portion of lot, per plan."
1127,6080373-CN,Single Family/Duplex,2005-12-29,2006-10-18,"Establist use as a duplex. Construct new duplex behind exist. single family dwelling with off-street parking, per plans.(Demo. 6083530)."
1128,6077012-CN,Single Family/Duplex,2005-12-28,2007-02-06,"Establish use as duplex townhouse and construct 2 story duplex townhouse with surface parking, per plan."
1129,6074685-CN,Multifamily,2005-12-23,2008-01-09,"Establish use for townhouse, construct new duplex townhouse on east side of lot and establish parking on-site, all per plan."
1130,6083039-CN,Single Family/Duplex,2005-12-22,2007-03-26,"Establish use as duplex townhome with attached garage and construct 3 story duplex townhome, per plan"
1131,6072406-CN,Single Family/Duplex,2005-12-22,2007-02-16,"Establish use as duplex townhome with attached garage and construct 3 story duplex townhome, per plan"
1132,6082600-CN,Single Family/Duplex,2005-12-19,2008-05-06,Establish use as and construct new duplex townhouses with attached garages per plan (reviews and processing under 6082600).
