,PermitNum,PermitClass,AppliedDate,CompletedDate,Description
204,6632935-CN,Single Family/Duplex,2018-02-09,2019-07-29,"Construct (north) single family residence, per plan. (Establish use as and construct two new single family structures and processing of 2 AP's under 6632935)."
205,6606767-CN,Single Family/Duplex,2018-02-09,2019-12-24,"Establish use as and construct north single family residence with surface parking, per plan (Establish use as and construct two single family residences with surface parking, per plan.  2 APs under 6606767)"
206,6602243-CN,Multifamily,2018-02-09,2019-12-23,"Establish use as rowhouse and construct 4-unit townhouse structure, per plans. (Project includes demo of detached garage accessory, single family residence to remain.)"
207,6644828-CN,Single Family/Duplex,2018-02-09,2019-12-24,"Establish use as and construct south single family residence with surface parking, per plan (Establish use as and construct two single family residences with surface parking, per plan.  2 APs under 6606767)"
208,6605120-CN,Single Family/Duplex,2018-02-06,2019-09-30,"Establish use and construct single family residence, per plan."
209,6619245-CN,Single Family/Duplex,2018-02-02,2019-12-10,"Establish use as and construct new single family residence with accessory dwelling unit (ADU), per plan."
210,6612378-CN,Single Family/Duplex,2018-02-02,2020-08-12,Establish use and construct single family dwelling with attached garage per plan.
211,6586598-CN,Single Family/Duplex,2018-02-02,2021-02-08,"Establish use as and construct new single family residence with attached garage, per plan."
212,6643352-CN,Single Family/Duplex,2018-02-01,2018-03-23,Construct west single family residence.  Establish use as and construct a two single family residence per plan. (review and processing for two A/P's under 6474593).
213,6594735-CN,Single Family/Duplex,2018-01-26,2020-10-27,"Establish use as and construct a single family residence, per plans."
214,6635699-CN,Single Family/Duplex,2018-01-26,2019-03-29,"Establish use as and construct new single family residence, per plan."
215,6619062-CN,Single Family/Duplex,2018-01-26,2019-07-01,Establish use and construct a single family dwelling per plan.
216,6623655-CN,Single Family/Duplex,2018-01-25,2019-07-03,"Establish use and construct a single family dwelling with attached garage, per plan. Establish standard plan (AP# 6641737)."
217,6639034-CN,Single Family/Duplex,2018-01-17,2020-06-10,"Construct west single family dwelling, per plan. (Establish use as single family residence and construct 3 single family dwellings / review and process for 3 AP's under # 6582649)."
218,6582649-CN,Single Family/Duplex,2018-01-17,2020-09-03,"Construct east single family dwelling with attached garage, per plan. (Establish use as single family residence and construct 3 single family dwellings / review and process for 3 AP's under # 6582649)."
219,6597345-CN,Single Family/Duplex,2018-01-10,2019-11-27,"Establish use and construct a single family dwelling with attached garage, per plan."
220,6639033-CN,Single Family/Duplex,2018-01-10,2020-06-10,"Construct middle single family dwelling, per plan. (Establish use as single family residence and construct 3 single family dwellings / review and process for 3 AP's under # 6582649)."
221,6602560-CN,Single Family/Duplex,2018-01-10,2019-01-18,"Establish use as and construct new single family residence, per plan."
222,6623261-CN,Single Family/Duplex,2018-01-09,2019-10-09,"Establish use as and construct single family residence with attached garage, per plan."
223,6566057-CN,Single Family/Duplex,2018-01-08,2019-12-11,Establish use and construct a single family dwelling with attached garage per plan.
224,6625564-CN,Single Family/Duplex,2018-01-03,2019-08-07,"Establish use as and construct new single family residence, per plan."
225,6615431-CN,Single Family/Duplex,2018-01-02,2019-08-15,"Establish use as and Construct new single family residence with attached garage, per plan"
226,6629905-CN,Single Family/Duplex,2018-01-02,2020-02-18,"Establish use as and construct a single family residence with attached garage, per plan."
227,6613689-CN,Single Family/Duplex,2018-01-02,2019-02-22,"Establish use as and construct single family residence with attached garage, per plan."
228,6590722-CN,Single Family/Duplex,2018-01-02,2021-03-02,"Establish use and construct single family dwelling with attached garage, per plan."
229,6633003-CN,Single Family/Duplex,2017-12-27,2020-01-07,"Establish use and construct single family dwelling with attached garage, per plan."
230,6611864-CN,Single Family/Duplex,2017-12-26,2020-01-23,"Establish use as and construct new single family residence, per plan."
231,6628038-CN,Single Family/Duplex,2017-12-26,2018-10-02,"Establish use and construct single family dwelling, per plan."
232,6619921-CN,Single Family/Duplex,2017-12-21,2019-06-28,"Construct west single family dwelling with attached garage, per plan.  (Establish use as single family residence and construct two single family dwellings, review and process for two AP's under # 6619921.)"
233,6636319-CN,Single Family/Duplex,2017-12-21,2019-06-28,"Construct east single family dwelling with attached garage, per plan.  (Establish use as single family residence and construct two single family dwellings, review and process for two AP's under # 6619921.)"
234,6626060-CN,Single Family/Duplex,2017-12-18,2019-02-25,"Establish use as and construct single family residence and detached accessory dwelling unit with garage, per plan."
235,6635451-CN,Single Family/Duplex,2017-12-15,2019-12-06,"Construct West single family residence, per plans. (Establish use for 2 single family residences and construct 2 one-family dwellings. Reviews and processing for 2 A/P's under 6625755)."
236,6625755-CN,Single Family/Duplex,2017-12-15,2019-12-06,"Construct East single family residence, per plans. (Establish use for 2 single family residences and construct 2 one-family dwellings. Reviews and processing for 2 A/P's under 6625755)."
237,6632174-CN,Single Family/Duplex,2017-12-15,2019-12-03,"Establish use as and construct single family residence, per plan."
238,6622147-CN,Single Family/Duplex,2017-12-14,2020-05-27,"Establish use as and construct new single family residence, per plan."
239,6612537-CN,Single Family/Duplex,2017-12-14,2019-06-28,"Establish use as and construct new single family residence, per plan (Establish Standard plan #6635286)."
240,6613192-CN,Single Family/Duplex,2017-12-12,2019-07-25,"Establish use and construct a single family dwelling with accessory dwelling unit (ADU) and attached garage, per plan."
241,6628209-CN,Single Family/Duplex,2017-12-06,2019-12-02,"Construct West duplex, per plan (Establish use as townhouse and single-family residence and construct (1) duplex and (1) single family residence, review and process for 2 AP's under 6628209)"
242,6633312-CN,Single Family/Duplex,2017-12-06,2019-12-02,"Construct East single-family residence, per plan (Establish use as townhouse and single-family residence and construct (1) duplex and (1) single family residence, review and process for 2 AP's under 6628209)"
243,6633238-CN,Single Family/Duplex,2017-12-05,2019-01-15,"Construct East single famiy residence (Bldg 3), per plan. (Establish use for 2 single family residences and construct 2 one-family dwellings. Reviews and processing for 2 A/P's under 6618974.)"
244,6576842-CN,Single Family/Duplex,2017-12-01,2019-06-25,"Establish use and construct single family dwelling with attached garage, per plan."
245,6576039-CN,Single Family/Duplex,2017-11-29,2020-11-02,Establish use and construct single family dwelling with attached garage per plan.
246,6613078-CN,Single Family/Duplex,2017-11-29,2020-07-31,"Establish use as and construct a single family residence, per standard plan #6551642."
247,6613077-CN,Single Family/Duplex,2017-11-29,2020-07-31,"Establish use and construct new single family residence, per Standard Plan 6554014."
248,6618030-CN,Single Family/Duplex,2017-11-27,2019-12-23,"Construct new single family residence to the South (unit 1), per plan. (Establish use as and construct 2 new single family residences with surface parking, per plan.  Review & process for 2 AP's under permit #6618030)."
249,6631686-CN,Single Family/Duplex,2017-11-27,2019-12-23,"Construct new single family residence to the North (unit 2), per plan. (Establish use as and construct 2 new single family residences with surface parking, per plan.  Review & process for 2 AP's under permit #6618030)."
250,6613076-CN,Single Family/Duplex,2017-11-27,2020-07-31,"Establish use as and construct single family residence with attached garage, per standard plan AP# 6551642."
251,6622979-CN,Single Family/Duplex,2017-11-25,2020-09-17,"Construct single family residence with surface parking, per plan. (Establish use as single family residence and duplex and construct 1 single family dwelling and 1 duplex. Review & process for 2 AP's under AP# 6622979.)"
252,6631823-CN,Single Family/Duplex,2017-11-22,2020-07-15,"Construct duplex with surface parking, per plan.  Remove detached garage. (Establish use as single family residence and duplex and construct 1 single family dwelling and 1 duplex. Review & process for 2 AP's under AP# 6622979.)"
253,6613074-CN,Single Family/Duplex,2017-11-22,2020-07-31,"Establish use as and construct single family residence with attached garage, per standard plan. 6551642"
254,6613073-CN,Single Family/Duplex,2017-11-22,2020-07-31,"Establish use as and construct single family residence with attached garage, per standard plan 6554014."
255,6613072-CN,Single Family/Duplex,2017-11-22,2020-07-31,"Establish use as and construct single family residence with attached garage, per standard plan 6551642."
